ID(t),ID(txi),ID(txo1),ID(txo2),iadr.address,oadr.address,txo1.value,txo2.value
113001814,449169862,876341079,876895792,15Zj3sZqQ1DukeWZRLKrtfLrqmvq38oxFR,16WAESmbRNexyns7TWbjX9eAsc8BGhuaKA,0.378179,0.378277
113001813,449169861,875975985,876895791,1CrcR246B59cYDTfiu7kcE175rNv7m8uV9,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,0.00029203,1.04417
113001813,449169861,875975985,876895791,19RksrDtGVNW4HWrd8pv1fosJvisrhkeU6,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,0.00029203,1.04417
113001813,449169861,875975985,876895791,1LjFQaPnC8RfWUvnHmkT8CKEfmKY8vQC9K,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,0.00029203,1.04417
113001813,449169860,875975982,876895791,17Bxk5z6cBMpYfFvjtUZoujwSkdu9ao8LB,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,0.00029226,1.04417
113001813,449169860,875975982,876895791,1HC6baRowniQL9iRemqcAK4uQVudCGzLwc,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,0.00029226,1.04417
113001813,449169860,875975982,876895791,1Mtbym4nrd3MWroChB3YFLRKbHk3R9hYym,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,0.00029226,1.04417
113001813,449169859,876558567,876895791,1DqLptBFweLSoTqbrfcEi3qJDxTgEJuFDx,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,1.04369,1.04417
113001813,449169859,876558567,876895791,1BsrSfphzcogypRFJcENBN62jeFJMUjVMg,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,1.04369,1.04417
113001813,449169859,876558567,876895791,1C2inpgJb2ikPPqdyScoB5vcmdaad1bAsR,19vjJ5XNLFY4dFmmYVL2hMYjM4v6JcJyVT,1.04369,1.04417
113001812,449169858,875944859,876895790,1EEHTFxYmbfmikvQcsM5VBGYRBaKTFpK9K,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.00518386,0.186605
113001812,449169858,875944859,876895790,1PuXXk4gJ2Q9ATww1PVwRQbgZrw2zc8jfk,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.00518386,0.186605
113001812,449169858,875944859,876895790,1ETBJzhwcaEXpzorFfU56gpyyCCqfrjwGt,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.00518386,0.186605
113001812,449169857,875944854,876895790,1BvToWJSTFH1UZSSVE5F2vdBQSaF2EfkXc,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.0165212,0.186605
113001812,449169857,875944854,876895790,1LkXLVM7LrXbg8kjh7feB2EJVVXn2xwkub,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.0165212,0.186605
113001812,449169857,875944854,876895790,12W7GtamB9uvMskpc7TrSGp6SD6n7CKokG,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.0165212,0.186605
113001812,449169856,876434250,876895790,1JnUvfQYcSsimeG7WkKU3FcRGuFMKNX9bG,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.165,0.186605
113001812,449169856,876434250,876895790,1J56YfMc1wGGQBz389ue1s8NS4FjYBavc3,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.165,0.186605
113001812,449169856,876434250,876895790,1Em8m4eTL66tM8dFRZXjHhKvCkgVZwozAz,1PPY9Yv8dufGoJieu1mPzQmoEfFFnbBD3U,0.165,0.186605
113001811,449169855,875981533,876895789,12mdMc9u3QNursorGxcngfPCaHre8p6sjE,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.0001397,0.0801794
113001811,449169855,875981533,876895789,1Kqs2SZkepzAPsSHQB1reUPeVqb9AXMsJa,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.0001397,0.0801794
113001811,449169855,875981533,876895789,1FMfRWtsF97oyYkGBvPPBSHmCBFj37HzHy,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.0001397,0.0801794
113001811,449169854,875981532,876895789,1Lcy8h8t4S4ViWuhBB7kadVfhxPtV4uquY,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.00013971,0.0801794
113001811,449169854,875981532,876895789,151myJ7qJmffjWhWDAbemj53htdWsCwRjh,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.00013971,0.0801794
113001811,449169854,875981532,876895789,1CddfJHTmMDEY3hTi2PnxneavNhBezKUzX,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.00013971,0.0801794
113001811,449169853,876865190,876895789,1BbamwRC5Hu4D2mmxHQG4jWQMgWFCqvTjy,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.08,0.0801794
113001811,449169853,876865190,876895789,1DnmfhNro8QCjoPMRAcgBfMn1ZPMZiwTPa,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.08,0.0801794
113001811,449169853,876865190,876895789,137e7J9naf1yrgmrLuwidXbthnAbLN7TXu,14nMrFvm2mN9MeftzsQsaWuNwbatJca7Ru,0.08,0.0801794
113001810,449169852,876365901,876895788,1JBuhAQc3UVxeSuhhmPvRgDamJdqw1wn6K,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.9921,4.5285
113001810,449169851,876367708,876895788,19MpkVggx7JVnhFp6ep4pgzWG4zp2EiF6P,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.95,4.5285
113001810,449169850,876366103,876895788,1Ltuf1bzXB8GWEqjNFWyuv91QjAX5iMRdg,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.859,4.5285
113001810,449169849,876368116,876895788,17ALAEYWRxB5DyuoB2ZDaitY5hgQtV5zjU,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.7093,4.5285
113001810,449169848,876365601,876895788,1HJNwCYS9gsaqAut9DVZ1C63LmkRDVn4rT,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.5199,4.5285
113001810,449169847,876368655,876895788,1D1pzSXXz8tLgjhmLuKfuqdjC76qBTgda3,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.4983,4.5285
113001809,449169846,876352936,876895787,1A11t8QbKjcN7DwH9S3zzEozGj5CrVzviP,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.659848,3.55434
113001809,449169845,876348869,876895787,12pRbVXHSeBTewh8ypbuVYhXp6evHzDN1q,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.632793,3.55434
113001809,449169844,876352652,876895787,1EKsaHXUkfdywb184rK5WsJ7ddzuCntSNp,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.613903,3.55434
113001809,449169843,876351185,876895787,14aG6wBLBESV3K9HasL29vw2JwDuHpWGqB,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.608999,3.55434
113001809,449169842,876347772,876895787,14hUcBTKAdCWq5JHYGKDLzuQxFXcbU4QXg,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.538894,3.55434
113001809,449169841,876350906,876895787,14izwmuLExa5ZpDPAKbxP9jvHm6eqPazLk,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.5,3.55434
113001808,449169840,876565277,876895786,17H8h5QxJB6FDqgv8Ui8dB7SRDB3y86PFx,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.566907,2.0366
113001808,449169839,876565811,876895786,16qYWASbEiJDJLGukYEja5gskQuxBiiyHr,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.453,2.0366
113001808,449169838,876568463,876895786,1J32QojcH1jwyuNXW69jvidvN63WzLcxhb,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.426753,2.0366
113001808,449169837,876569034,876895786,1DPUi8UpwUMexoWEcmS6T2ZWqXXjULXxdg,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.28334,2.0366
113001808,449169836,876566389,876895786,1ExLhFosSwAkJ5bGNv5ViEg1ggJnnPggBf,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.164939,2.0366
113001808,449169835,876566395,876895786,1JKX66Jaf4M72nEBDtReiV4GSEiKvDVMuS,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.141764,2.0366
113001807,449169834,876365737,876895785,1A3diFTGG3pT6YX6kgAdmQZwkprixRKBKk,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,1.5523,7.72992
113001807,449169833,876366100,876895785,1LLkK3DpUuqrD33qSFrsPoL1N4pLdSD9cn,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,1.50309,7.72992
113001807,449169832,876367013,876895785,19HG1MFUbivGjrLHAvww4kP4ybHqwUUjdX,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,1.43494,7.72992
113001807,449169831,876367704,876895785,17t8ArH5MGR1KcaCHXa2VWUiiR5SJst6Ke,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,1.1769,7.72992
113001807,449169830,876365727,876895785,1M1ZzjkUFod5WFcusqXMn8eEas9WrR45Ka,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,1.0674,7.72992
113001807,449169829,876368669,876895785,1JcJvs16TsK3akmGmUAUCwKt1co8DzHtGw,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.9954,7.72992
113001806,449169828,876560714,876895784,1Kux9XHpSgCNJtafVJHfdjz2NFYu3JrNp4,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.3306,1.46323
113001806,449169827,876564128,876895784,17ALAEYWRxB5DyuoB2ZDaitY5hgQtV5zjU,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.259654,1.46323
113001806,449169826,876562307,876895784,1D1FnDtRCFATbvgkQeTc6UsBr1fzAv738G,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.236256,1.46323
113001806,449169825,876563220,876895784,1KxHerv7nov961Lk8EDtRMQgpWBWUXu45,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.21268,1.46323
113001806,449169824,876560702,876895784,1PvgMoHZnAEzF8tFSEtQ43qPobLu3o4yyW,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.212299,1.46323
113001806,449169823,876563389,876895784,1HWFByEbUQ5r954aRxVT1gEomWTZARTzdU,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.211839,1.46323
113001805,449169822,876255625,876895783,1667fswVNXc4X5ZgCHafcFYgXkj3aswPRb,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,3e-05,0.111484
113001805,449169822,876255625,876895783,1NBqRAGJFrx5D6iTnMD7B4F3RFHPHwbc76,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,3e-05,0.111484
113001805,449169822,876255625,876895783,14ihua929tgdMRvk8JC6HdGkiQfuQAdyVg,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,3e-05,0.111484
113001805,449169821,875981554,876895783,18YRgfXu6YkenvQoMYxwg2WdNmQgsjBdr2,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,0.00013962,0.111484
113001805,449169821,875981554,876895783,1CCdxCYWMFAyttLjNGNwwHxRZ5rgH3EAQq,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,0.00013962,0.111484
113001805,449169821,875981554,876895783,1TQH3dA7dTxzyBZXjXTg9ME1KjKM6itVJ,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,0.00013962,0.111484
113001805,449169820,876874408,876895783,1PAAHxYSQiZpBCPdt6YWnNkTJeSz4ZN95x,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,0.111414,0.111484
113001805,449169820,876874408,876895783,19mKAhAPosfD51zWShqkeYLV8BooZxnVmk,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,0.111414,0.111484
113001805,449169820,876874408,876895783,1BJpDVZWyixtS2WyVob3V3UfZ3JAC5xgAy,13nPXDYSvsoShnTsbpT4dijqbDnJJjMbmU,0.111414,0.111484
113001804,449169819,876203932,876895782,1CuVGt2rTS3aNBJgYd5rmM2ExZYKkTurVk,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,5.508e-05,0.16601
113001804,449169819,876203932,876895782,1NBoxtFYVTwmXEkUtLWQpARzMwc9WBh8Jw,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,5.508e-05,0.16601
113001804,449169819,876203932,876895782,1CJDMutz5urYgQDNN9QP1ZWZSp8xjKtaYG,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,5.508e-05,0.16601
113001804,449169818,876203916,876895782,1G25zA7Yg3i3ry6VUs9hw5dh1h9vceVJzr,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,6.435e-05,0.16601
113001804,449169818,876203916,876895782,1LgazJjAWaEeiqT6HPQa2sZyU13nnaKUtK,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,6.435e-05,0.16601
113001804,449169818,876203916,876895782,19Y6fZ5KAmZwaKtrhPUJ1mHFjSPF7rBWMB,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,6.435e-05,0.16601
113001804,449169817,876343600,876895782,13ew9PaqddmUuekJS7xkpFWZqZkL5wNLYZ,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,0.165991,0.16601
113001804,449169817,876343600,876895782,1LkXMYksjTAXaUcCYW7vD6BvTx8rTgCT8k,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,0.165991,0.16601
113001804,449169817,876343600,876895782,17meP5pPTft5gNv6ajGmntgVZEkBmXjdiQ,1DW5Levjeh1t6Hatvrdn41riFpwd9JzAT5,0.165991,0.16601
113001803,449169816,876352510,876895781,1AsonnM9rtN4KHnQ4kgjSxZeKbx8FFJgZm,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.0234,0.0651999
113001803,449169815,876347396,876895781,15X5FznCyx2AX78HGh1KN8Z7Vb8rx937UH,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.0233459,0.0651999
113001803,449169814,876348423,876895781,14qq9cJwdMGEyBmcroNrgMZv4kgthFKLAJ,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.01,0.0651999
113001803,449169813,876346992,876895781,1LpT8GNd5gRNyKgHKoBcwDW6bbTPvhCc9X,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.00355393,0.0651999
113001803,449169812,876351662,876895781,17BUFbGPdj7qdHi44dCSKzzWR5pmjTczrK,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.003,0.0651999
113001803,449169811,876352687,876895781,149jX98yV362PfqFh6p6AcnXfMoTdXTMCx,12FNes2xBtNGJBAeVKkKeo363XxK3EcG8r,0.002,0.0651999
113001802,449169810,876098379,876895780,1JD7RYjxpKxXC16yqVfgaRNSuBFXXBu9KL,1CRtTHPpjbdXTyihyU2Pt9crVDWjvwmatV,9.161e-05,0.727013
113001802,449169810,876098379,876895780,16XXE4aVCogDBKaa2SHvKwV6629cKfbLob,1CRtTHPpjbdXTyihyU2Pt9crVDWjvwmatV,9.161e-05,0.727013
113001802,449169810,876098379,876895780,14Jv4ndEoaVDNQNRZ23CheGb2D1kF9Vsgx,1CRtTHPpjbdXTyihyU2Pt9crVDWjvwmatV,9.161e-05,0.727013
113001802,449169809,876185478,876895780,12MVDwXydCrvKgfLshHDpvZD9ny8WMYRmq,1CRtTHPpjbdXTyihyU2Pt9crVDWjvwmatV,0.00147328,0.727013
